udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,twf,hdf,pwf,osf,rnf,machine_failure,cons_number
6686,L53865,L,301.6,310.9,1532,43.6,15,0,0,0,0,0,0,53865
3204,M18063,M,300.1,309.1,1533,38.0,26,0,0,0,0,0,0,18063
7748,M22607,M,300.5,311.8,1331,55.3,167,0,0,0,0,0,0,22607
1793,M16652,M,298.1,307.7,1445,48.0,73,0,0,0,0,0,0,16652
1235,H30648,H,297.2,308.5,2440,14.0,166,0,0,0,0,0,0,30648
5926,M20785,M,300.2,310.1,1619,31.3,38,0,0,0,0,0,0,20785
9765,L56944,L,298.5,309.5,1294,66.7,12,0,0,1,0,0,1,56944
7267,L54446,L,300.4,310.5,1578,32.8,26,0,0,0,0,0,0,54446
3512,L50691,L,301.8,311.0,1322,53.0,166,0,0,0,0,0,0,50691
8838,M23697,M,297.5,309.1,1540,38.5,176,0,0,0,0,0,0,23697
7937,L55116,L,300.8,311.7,1490,46.4,217,0,0,0,0,0,0,55116
3613,L50792,L,301.7,310.8,1622,37.8,0,0,0,0,0,0,0,50792
9143,L56322,L,297.6,308.5,1678,34.2,114,0,0,0,0,0,0,56322
4355,L51534,L,302.0,309.8,1456,58.1,145,0,0,0,0,0,0,51534
8456,L55635,L,298.6,309.9,1356,59.5,34,0,0,0,0,0,0,55635
9015,M23874,M,297.2,308.1,1340,61.3,207,0,0,0,1,0,1,23874
8041,L55220,L,300.8,311.9,1498,39.3,23,0,0,0,0,0,0,55220
7185,M22044,M,300.2,310.3,1593,36.1,36,0,0,0,0,0,0,22044
2659,L49838,L,300.0,309.4,1395,44.5,181,0,0,0,0,0,0,49838
8962,M23821,M,297.3,308.0,1403,45.0,77,0,0,0,0,0,0,23821
4646,L51825,L,303.3,311.4,1732,25.6,232,0,0,0,0,0,0,51825
1103,L48282,L,296.8,307.5,1347,54.8,43,0,0,0,0,0,0,48282
759,L47938,L,296.8,308.0,1497,41.7,231,0,0,0,0,0,0,47938
7955,L55134,L,301.0,311.9,1454,41.9,33,0,0,0,0,0,0,55134
2364,L49543,L,299.3,308.5,1510,45.4,72,0,0,0,0,0,0,49543
436,L47615,L,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,47615
4836,M19695,M,303.4,311.9,1419,50.9,39,0,0,0,0,0,0,19695
6018,L53197,L,300.8,310.9,1398,38.2,50,0,0,0,0,0,0,53197
5243,L52422,L,303.7,313.1,1496,47.4,48,0,0,0,0,0,0,52422
4657,L51836,L,303.1,311.2,1626,32.3,21,0,0,0,0,0,0,51836
106,L47285,L,298.8,308.7,1591,31.1,68,0,0,0,0,0,0,47285
5115,M19974,M,304.2,313.8,1481,44.9,136,0,0,0,0,0,0,19974
7772,L54951,L,300.3,311.6,1709,29.5,27,0,0,0,0,0,0,54951
2375,M17234,M,299.2,308.4,1538,38.0,98,0,0,0,0,0,0,17234
9404,L56583,L,297.7,308.1,1697,29.1,179,0,0,0,0,0,0,56583
1541,M16400,M,298.4,309.1,1525,39.3,86,0,0,0,0,0,0,16400
6266,L53445,L,300.8,310.3,1383,46.6,19,0,0,0,0,0,0,53445
4412,L51591,L,302.5,310.3,1688,31.6,66,0,0,0,0,0,0,51591
488,M15347,M,297.4,309.1,1463,35.0,183,0,0,0,0,0,0,15347
9519,L56698,L,299.0,310.1,1580,41.9,55,0,0,0,0,0,0,56698
1988,M16847,M,298.2,307.8,1599,31.2,173,0,0,0,0,0,0,16847
1497,L48676,L,298.0,308.7,1268,69.4,189,0,0,1,1,0,1,48676
8260,L55439,L,299.1,310.5,1471,38.4,146,0,0,0,0,0,0,55439
7373,L54552,L,299.6,310.2,1473,42.7,81,0,0,0,0,0,0,54552
4403,H33816,H,302.3,310.2,1506,33.8,43,0,0,0,0,0,0,33816
6311,L53490,L,300.9,310.1,2090,17.8,133,0,0,0,0,0,0,53490
4606,H34019,H,302.9,311.0,1469,48.7,130,0,0,0,0,0,0,34019
4215,L51394,L,301.9,310.6,1573,36.6,15,0,0,0,0,0,0,51394
9197,L56376,L,298.0,308.9,1607,37.7,49,0,0,0,0,0,0,56376
2793,L49972,L,300.4,309.7,1584,32.6,71,0,0,0,0,0,0,49972
5039,L52218,L,304.1,313.3,1732,28.5,132,0,0,0,0,0,0,52218
5957,L53136,L,300.7,310.9,1535,37.1,113,0,0,0,0,0,0,53136
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,47481
2145,L49324,L,299.4,308.9,1451,40.5,168,0,0,0,0,0,0,49324
9774,L56953,L,298.5,309.4,1560,37.9,37,0,0,0,0,0,0,56953
393,M15252,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,15252
7578,L54757,L,300.4,311.2,1530,32.0,169,0,0,0,0,0,0,54757
3269,M18128,M,301.3,310.1,1525,37.8,199,0,0,0,0,0,0,18128
7811,L54990,L,300.1,311.5,2218,17.0,123,0,0,0,0,0,0,54990
5340,M20199,M,303.4,312.7,1594,32.8,79,0,0,0,0,0,0,20199
4722,L51901,L,303.5,311.8,1927,21.9,195,0,0,0,0,0,0,51901
4001,L51180,L,302.1,311.2,1422,50.3,146,0,0,0,0,0,0,51180
3931,M18790,M,302.6,311.6,2041,19.2,174,0,0,0,0,0,0,18790
4876,L52055,L,303.7,312.4,1702,31.2,144,0,0,0,0,0,0,52055
2799,L49978,L,300.3,309.6,1568,39.6,85,0,0,0,0,0,0,49978
656,L47835,L,297.7,309.1,1435,38.8,165,0,0,0,0,0,0,47835
1825,L49004,L,298.1,307.5,1391,57.4,161,0,0,0,0,0,0,49004
1382,M16241,M,298.8,310.2,1583,35.7,116,0,0,0,0,0,0,16241
715,L47894,L,297.4,308.6,1609,36.2,116,0,0,0,0,0,0,47894
9747,L56926,L,298.8,310.0,1403,45.6,185,0,0,0,0,0,0,56926
2668,M17527,M,299.8,309.3,1663,35.2,208,0,0,0,0,0,0,17527
2952,L50131,L,300.7,309.5,1685,31.1,27,0,0,0,0,0,0,50131
5465,M20324,M,302.9,312.4,1659,33.1,152,0,0,0,0,0,0,20324
6481,L53660,L,300.7,309.9,1775,26.6,149,0,0,0,0,0,0,53660
8913,L56092,L,297.2,308.5,1446,43.7,171,0,0,0,0,0,0,56092
6918,L54097,L,301.0,311.4,1481,37.5,193,0,0,0,0,0,0,54097
2723,L49902,L,299.6,309.3,1558,34.8,115,0,0,0,0,0,0,49902
2378,M17237,M,299.2,308.3,1582,45.5,107,0,0,0,0,0,0,17237
9892,L57071,L,298.8,309.5,1374,48.1,159,0,0,0,0,0,0,57071
1377,M16236,M,298.8,310.2,1527,31.2,102,0,0,0,0,0,0,16236
1843,H31256,H,297.7,307.1,1855,22.5,7,0,0,0,0,0,0,31256
5533,L52712,L,302.4,311.8,1476,46.6,110,0,0,0,0,0,0,52712
3754,L50933,L,302.2,311.0,1463,46.8,150,0,0,0,0,0,0,50933
5934,L53113,L,300.5,310.5,1373,47.4,56,0,0,0,0,0,0,53113
3472,L50651,L,301.8,310.7,1441,49.3,58,0,0,0,0,0,0,50651
5372,L52551,L,302.9,312.3,1435,47.7,173,0,0,0,0,0,0,52551
3279,L50458,L,301.3,310.0,1506,40.8,11,0,0,0,0,0,0,50458
5521,M20380,M,302.6,312.0,1496,45.0,79,0,0,0,0,0,0,20380
2163,L49342,L,299.5,309.1,1336,42.1,217,0,0,0,0,0,0,49342
6477,L53656,L,300.5,309.7,1384,48.6,141,0,0,0,0,0,0,53656
3531,M18390,M,301.9,310.9,1441,43.7,0,0,0,0,0,0,0,18390
2860,L50039,L,300.6,309.4,1549,43.4,233,0,0,0,0,0,0,50039
1047,L48226,L,296.4,307.5,1331,47.8,99,0,0,0,0,0,0,48226
6409,L53588,L,300.3,309.9,1601,31.7,180,0,0,0,0,0,0,53588
6986,H36399,H,300.8,311.1,1698,24.8,156,0,0,0,0,0,0,36399
7963,L55142,L,301.0,312.2,1372,47.0,59,0,0,0,0,0,0,55142
8574,L55753,L,297.6,308.4,1626,32.4,130,0,0,0,0,0,0,55753
2789,L49968,L,300.3,309.6,1326,52.4,57,0,0,0,0,0,0,49968
7555,M22414,M,300.3,311.4,1371,50.2,109,0,0,0,0,0,0,22414
9288,L56467,L,298.2,308.9,1709,28.1,81,0,0,0,0,0,0,56467
2133,L49312,L,299.4,309.0,1660,28.4,139,0,0,0,0,0,0,49312
2951,M17810,M,300.7,309.5,1445,46.4,24,0,0,0,0,0,0,17810
9427,L56606,L,298.1,308.7,1341,55.7,30,0,0,0,0,0,0,56606
4257,M19116,M,302.6,311.0,1591,33.9,119,0,0,0,0,0,0,19116
5903,L53082,L,300.9,310.6,1598,35.4,186,0,0,0,0,0,0,53082
9258,M24117,M,298.3,309.1,1296,58.7,201,0,0,0,0,0,0,24117
6516,L53695,L,301.0,310.0,1480,43.5,21,0,0,0,0,0,0,53695
6424,M21283,M,300.3,310.0,1537,37.5,6,0,0,0,0,0,0,21283
1050,L48229,L,296.5,307.6,1415,44.2,106,0,0,0,0,0,0,48229
6395,M21254,M,300.2,309.7,1408,44.0,144,0,0,0,0,0,0,21254
1973,L49152,L,297.9,307.6,1612,30.7,134,0,0,0,0,0,0,49152
6530,L53709,L,301.3,310.6,1481,40.9,57,0,0,0,0,0,0,53709
4861,M19720,M,303.6,312.4,1504,49.5,109,0,0,0,0,0,0,19720
1667,L48846,L,298.2,307.9,1551,36.0,186,0,0,0,0,0,0,48846
4963,M19822,M,304.0,312.7,1456,51.2,160,0,0,0,0,0,0,19822
6196,L53375,L,300.9,310.8,1729,30.2,53,0,0,0,0,0,0,53375
4418,L51597,L,302.6,310.4,1365,66.8,80,0,1,1,0,0,1,51597
4590,L51769,L,302.8,311.1,1721,30.0,87,0,0,0,0,0,0,51769
8342,L55521,L,298.8,309.7,1751,29.6,160,0,0,0,0,0,0,55521
5511,L52690,L,302.8,312.1,1418,51.4,54,0,0,0,0,0,0,52690
9188,L56367,L,297.9,309.0,1379,47.3,28,0,0,0,0,0,0,56367
1249,L48428,L,297.2,308.6,1489,40.2,214,0,0,0,0,0,0,48428
41,L47220,L,298.8,309.1,1362,45.4,113,0,0,0,0,0,0,47220
454,L47633,L,297.4,308.7,1510,36.2,92,0,0,0,0,0,0,47633
581,M15440,M,297.8,309.8,1798,25.5,203,0,0,0,0,0,0,15440
8320,L55499,L,298.7,309.7,1393,45.7,99,0,0,0,0,0,0,55499
2617,L49796,L,299.4,309.1,1207,66.5,66,0,0,0,0,0,0,49796
4040,L51219,L,301.9,310.8,1567,39.3,9,0,0,0,0,0,0,51219
8773,L55952,L,297.5,308.6,1621,28.9,0,0,0,0,0,0,0,55952
8440,L55619,L,298.6,309.8,1637,34.6,207,0,0,0,0,0,0,55619
6650,M21509,M,301.5,310.4,1350,54.9,153,0,0,0,0,0,0,21509
6177,L53356,L,301.0,310.9,1515,37.3,6,0,0,0,0,0,0,53356
6790,M21649,M,301.1,310.5,1646,30.7,76,0,0,0,0,0,0,21649
9000,L56179,L,297.1,307.9,1492,39.4,171,0,0,0,0,0,0,56179
5056,H34469,H,303.8,312.9,1378,45.6,184,0,0,0,0,0,0,34469
5467,M20326,M,302.9,312.3,1426,44.7,157,0,0,0,0,0,0,20326
7520,L54699,L,300.2,311.6,1999,21.0,19,0,0,0,0,0,0,54699
2239,L49418,L,299.3,308.6,1474,49.6,191,0,0,0,0,0,0,49418
5532,M20391,M,302.3,311.7,1504,37.3,107,0,0,0,0,0,0,20391
819,L47998,L,296.8,307.6,1304,48.7,142,0,0,0,0,0,0,47998
8974,L56153,L,296.8,307.4,1549,48.3,105,0,0,0,0,0,0,56153
8273,L55452,L,298.9,310.6,1363,52.6,190,0,0,0,0,0,0,55452
4865,L52044,L,303.6,312.3,1451,43.4,119,0,0,0,0,0,0,52044
9198,M24057,M,297.9,308.8,1469,49.0,51,0,0,0,0,0,0,24057
3582,M18441,M,301.8,310.6,1459,40.2,128,0,0,0,0,0,0,18441
2321,H31734,H,299.2,308.8,1440,39.1,188,0,0,0,0,0,0,31734
7247,L54426,L,299.9,310.1,1681,29.1,197,0,0,0,0,0,0,54426
1279,L48458,L,298.2,309.4,1398,52.9,79,0,0,0,0,0,0,48458
640,L47819,L,298.0,309.6,1403,51.3,122,0,0,0,0,0,0,47819
4889,L52068,L,303.7,312.4,1512,39.2,184,0,0,0,0,0,0,52068
5961,L53140,L,300.5,310.7,1606,33.5,121,0,0,0,0,0,0,53140
9159,H38572,H,297.4,308.4,1487,46.2,150,0,0,0,0,0,0,38572
2643,L49822,L,299.8,309.5,1542,40.3,141,0,0,0,0,0,0,49822
4806,L51985,L,303.6,312.6,1606,33.6,184,0,0,0,0,0,0,51985
3955,M18814,M,302.3,311.4,1909,23.2,25,0,0,0,0,0,0,18814
4999,M19858,M,303.6,312.8,1825,25.2,29,0,0,0,0,0,0,19858
1664,M16523,M,298.1,307.9,1759,28.6,176,0,0,0,0,0,0,16523
7504,M22363,M,300.3,311.7,1646,28.9,198,0,0,0,0,0,0,22363
8012,L55191,L,300.8,311.8,1427,43.3,180,0,0,0,0,0,0,55191
6762,L53941,L,301.5,310.9,1400,50.8,2,0,0,0,0,0,0,53941
452,H29865,H,297.5,308.6,1440,46.1,84,0,0,0,0,0,0,29865
677,H30090,H,297.9,309.2,1577,34.7,5,0,0,0,0,0,0,30090
1264,L48443,L,297.8,309.2,1400,56.9,34,0,0,0,0,0,0,48443
4630,L51809,L,303.0,311.2,1735,26.1,194,0,0,0,0,0,0,51809
4377,M19236,M,301.9,309.6,1551,34.6,211,0,0,0,0,0,0,19236
9713,M24572,M,299.1,310.2,1456,48.4,101,0,0,0,0,0,0,24572
5980,H35393,H,300.6,310.7,1501,45.3,175,0,0,0,0,0,0,35393
1303,L48482,L,298.6,309.8,1505,45.7,144,0,0,0,0,1,0,48482
6326,L53505,L,300.7,310.1,1721,32.3,170,0,0,0,0,0,0,53505
5522,L52701,L,302.6,311.9,1397,46.9,82,0,0,0,0,0,0,52701
5811,L52990,L,301.3,311.0,1856,21.9,189,0,0,0,0,0,0,52990
2371,L49550,L,299.2,308.4,1620,34.1,89,0,0,0,0,0,0,49550
4151,L51330,L,301.9,310.4,1610,34.8,71,0,0,0,0,0,0,51330
1003,L48182,L,296.3,307.2,1646,35.0,192,0,0,0,0,0,0,48182
8143,M23002,M,299.7,311.0,1448,49.8,80,0,0,0,0,0,0,23002
6906,M21765,M,301.0,311.5,1550,34.9,162,0,0,0,0,0,0,21765
9303,M24162,M,298.1,308.9,1804,25.1,118,0,0,0,0,0,0,24162
2443,M17302,M,299.1,308.4,1332,51.7,71,0,0,0,0,0,0,17302
6773,L53952,L,301.3,310.7,1536,39.3,31,0,0,0,0,0,0,53952
9154,L56333,L,297.5,308.6,1546,33.8,139,0,0,0,0,0,0,56333
244,L47423,L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,47423
1705,M16564,M,298.1,307.8,1503,44.7,54,0,0,0,0,0,0,16564
8350,M23209,M,298.7,309.5,1487,33.6,183,0,0,0,0,0,0,23209
7146,L54325,L,300.5,310.0,1413,44.5,152,0,0,0,0,0,0,54325
8249,L55428,L,298.9,310.3,1456,44.1,118,0,0,0,0,0,0,55428
9623,L56802,L,298.9,310.0,1794,27.2,114,0,0,0,0,0,0,56802
2339,L49518,L,299.3,308.3,1651,28.0,6,0,0,0,0,0,0,49518
8476,M23335,M,298.5,309.7,1557,37.7,86,0,0,0,0,0,0,23335
7153,L54332,L,300.2,309.9,1566,36.4,170,0,0,0,0,0,0,54332
7628,L54807,L,300.5,311.7,1445,44.8,83,0,0,0,0,0,0,54807
4239,M19098,M,302.3,311.0,1521,34.8,72,0,0,0,0,0,0,19098
51,L47230,L,298.9,309.1,2861,4.6,143,0,0,1,0,0,1,47230
3229,L50408,L,300.5,309.3,1475,46.8,94,0,0,0,0,0,0,50408
8663,L55842,L,297.5,308.6,1514,36.9,134,0,0,0,0,0,0,55842
8717,M23576,M,297.1,308.6,1717,31.3,61,0,0,0,0,0,0,23576
1871,L49050,L,298.3,308.0,1486,42.3,86,0,0,0,0,0,0,49050
5927,L53106,L,300.2,310.1,1440,51.1,41,0,0,0,0,0,0,53106
2620,L49799,L,299.4,309.2,1569,40.8,73,0,0,0,0,0,0,49799
9118,M23977,M,297.6,308.7,1475,46.6,54,0,0,0,0,0,0,23977
8834,L56013,L,297.4,308.8,1529,41.3,165,0,0,0,0,0,0,56013
2644,M17503,M,299.8,309.4,1401,48.1,143,0,0,0,0,0,0,17503
9750,H39163,H,298.8,310.1,1483,45.4,192,0,0,0,0,0,0,39163
6883,L54062,L,300.9,311.4,2073,21.4,105,0,0,0,0,0,0,54062
9792,M24651,M,298.5,309.4,1521,37.5,94,0,0,0,0,0,0,24651
3798,L50977,L,302.1,310.8,1622,36.8,45,0,0,0,0,0,0,50977
1624,L48803,L,297.7,307.6,1921,22.9,68,0,0,0,0,0,0,48803
467,L47646,L,297.2,308.5,1550,41.5,125,0,0,0,0,0,0,47646
8668,M23527,M,297.5,308.8,1455,46.1,147,0,0,0,0,0,0,23527
4170,L51349,L,302.1,310.5,1559,36.0,124,0,0,0,0,0,0,51349
1179,L48358,L,297.3,308.5,1398,60.4,12,0,0,0,0,0,0,48358
2074,L49253,L,299.6,309.4,1677,31.1,191,0,0,0,0,0,0,49253
3522,L50701,L,301.9,311.0,1541,38.9,193,0,0,0,0,0,0,50701
4192,L51371,L,302.4,311.0,1317,59.4,179,0,0,0,0,0,0,51371
8373,M23232,M,298.8,309.7,1448,44.8,31,0,0,0,0,0,0,23232
143,M15002,M,298.6,308.4,1778,28.2,161,0,0,0,0,0,0,15002
3345,L50524,L,301.4,310.7,1706,27.9,170,0,0,0,0,0,0,50524
7149,M22008,M,300.3,309.8,1617,40.8,158,0,0,0,0,0,0,22008
1466,L48645,L,298.7,309.8,1546,40.9,109,0,0,0,0,0,0,48645
5685,H35098,H,302.2,311.6,1594,36.8,82,0,0,0,0,0,0,35098
989,H30402,H,296.3,307.1,1774,25.9,154,0,0,0,0,0,0,30402
626,L47805,L,298.3,310.1,1545,36.3,90,0,0,0,0,0,0,47805
4300,L51479,L,301.7,310.1,1402,50.1,3,0,0,0,0,0,0,51479
2801,M17660,M,300.2,309.5,1500,45.7,89,0,0,0,0,0,0,17660
9810,M24669,M,298.2,309.0,1353,50.3,150,0,0,0,0,0,0,24669
2711,L49890,L,299.6,309.1,1574,39.2,83,0,0,0,0,0,0,49890
8964,M23823,M,297.2,307.9,1687,30.4,82,0,0,0,0,0,0,23823
9949,L57128,L,298.2,307.8,1804,25.1,108,0,0,0,0,0,0,57128
1357,L48536,L,298.6,309.9,1593,37.4,47,0,0,0,0,0,0,48536
8069,M22928,M,300.5,311.9,1676,35.2,97,0,0,0,0,0,0,22928
3214,L50393,L,300.4,309.2,1752,29.0,52,0,0,0,0,0,0,50393
4891,L52070,L,303.7,312.4,1525,43.9,188,0,0,0,0,0,0,52070
2097,M16956,M,299.5,309.4,1387,56.2,32,0,0,0,0,0,0,16956
1243,L48422,L,297.1,308.4,1468,44.4,197,0,0,0,0,0,0,48422
743,L47922,L,296.8,308.2,1643,34.7,191,0,0,0,0,0,0,47922
2250,L49429,L,299.2,308.5,1442,46.5,11,0,0,0,0,0,0,49429
8622,M23481,M,297.6,308.5,1431,52.6,26,0,0,0,0,0,0,23481
181,L47360,L,298.2,308.3,1475,49.9,47,0,0,0,0,0,0,47360
6067,L53246,L,301.0,311.0,1804,25.8,174,0,0,0,0,0,0,53246
1393,M16252,M,299.0,310.3,1494,46.6,144,0,0,0,0,0,0,16252
3208,M18067,M,300.2,309.0,1642,31.2,37,0,0,0,0,0,0,18067
4809,L51988,L,303.5,312.3,1404,48.6,193,0,0,0,0,0,0,51988
3998,L51177,L,302.2,311.1,1394,53.7,140,0,0,0,0,0,0,51177
7557,L54736,L,300.3,311.4,1471,37.0,114,0,0,0,0,0,0,54736
2276,L49455,L,299.3,308.6,1605,37.0,78,0,0,0,0,0,0,49455
5698,L52877,L,302.5,311.9,1354,49.4,117,0,0,0,0,0,0,52877
9836,L57015,L,298.4,309.3,1545,36.9,3,0,0,0,0,0,0,57015
1501,M16360,M,298.0,308.7,2101,17.4,198,0,0,0,0,0,0,16360
6320,L53499,L,300.8,310.2,1514,40.0,155,0,0,0,0,0,0,53499
7530,L54709,L,300.1,311.4,1467,35.7,45,0,0,0,0,0,0,54709
2929,M17788,M,300.8,309.7,1258,54.9,168,0,0,0,0,0,0,17788
7206,L54385,L,299.8,309.7,1483,39.6,87,0,0,0,0,0,0,54385
7992,L55171,L,301.1,312.3,1534,39.0,129,0,0,0,0,0,0,55171
3870,L51049,L,302.7,311.7,1480,45.2,8,0,0,0,0,0,0,51049
8227,L55406,L,299.1,310.5,1389,61.4,64,0,0,0,0,0,0,55406
4354,M19213,M,302.0,309.7,1386,62.7,142,0,0,1,0,0,1,19213
45,M14904,M,298.8,309.1,1472,47.5,125,0,0,0,0,0,0,14904
7045,M21904,M,300.7,310.6,1505,35.6,105,0,0,0,0,0,0,21904
4552,M19411,M,302.6,310.5,1524,33.7,204,0,0,0,0,0,0,19411
7217,M22076,M,300.0,309.9,1651,28.1,114,0,0,0,0,0,0,22076
5480,M20339,M,302.7,312.1,1564,32.1,188,0,0,0,0,0,0,20339
7529,M22388,M,300.1,311.3,1748,26.6,42,0,0,0,0,0,0,22388
988,M15847,M,296.3,307.1,1534,33.8,151,0,0,0,0,0,0,15847
9231,L56410,L,298.2,309.2,1922,22.6,132,0,0,0,0,0,0,56410
1192,M16051,M,297.2,308.3,1776,28.0,43,0,0,0,0,0,0,16051
5253,L52432,L,303.5,313.0,1322,59.5,71,0,0,0,0,0,0,52432
3068,L50247,L,300.1,309.2,1533,37.0,101,0,0,0,0,0,0,50247
6756,M21615,M,301.8,311.1,1663,31.6,199,0,0,0,0,0,0,21615
9221,L56400,L,297.8,308.9,1282,58.1,108,0,0,0,0,0,0,56400
6360,L53539,L,300.1,309.8,1430,56.7,44,0,0,0,0,0,0,53539
1872,L49051,L,298.3,308.1,1840,21.5,88,0,0,0,0,0,0,49051
3928,H33341,H,302.7,311.5,1556,35.0,164,0,0,0,0,0,0,33341
400,L47579,L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,47579
1139,L48318,L,296.9,307.9,1435,41.6,139,0,0,0,0,0,0,48318
4849,H34262,H,303.5,312.0,1397,52.9,80,0,0,0,0,0,0,34262
9771,H39184,H,298.6,309.5,1584,31.8,27,0,0,0,0,0,0,39184
4731,L51910,L,303.3,311.7,1508,35.5,217,0,0,0,0,0,0,51910
7659,M22518,M,300.4,311.6,1359,55.4,160,0,0,0,0,0,0,22518
1883,M16742,M,298.0,307.6,1581,43.4,113,0,0,0,0,0,0,16742
4596,M19455,M,303.0,311.2,1460,43.9,103,0,0,0,0,0,0,19455
7102,L54281,L,300.8,310.2,1850,22.8,33,0,0,0,0,0,0,54281
8939,M23798,M,297.4,308.4,1517,41.0,18,0,0,0,0,0,0,23798
6971,L54150,L,300.7,311.0,1436,44.9,119,0,0,0,0,0,0,54150
9349,L56528,L,298.2,308.7,1436,49.1,26,0,0,0,0,0,0,56528
7182,L54361,L,300.2,310.3,1331,52.1,30,0,0,0,0,0,0,54361
8654,M23513,M,297.4,308.3,1335,57.9,113,0,0,0,0,0,0,23513
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,29716
672,L47851,L,297.5,308.9,1554,34.8,204,0,0,0,0,0,0,47851
2140,L49319,L,299.3,309.0,1415,47.6,156,0,0,0,0,0,0,49319
4743,L51922,L,303.3,311.3,1592,33.7,14,0,0,0,0,0,0,51922
7679,M22538,M,300.6,311.7,1389,52.1,210,0,0,0,0,0,0,22538
8241,L55420,L,299.0,310.4,1483,41.5,96,0,0,0,0,0,0,55420
3964,H33377,H,302.3,311.5,1526,38.2,47,0,0,0,0,0,0,33377
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,29712
6749,H36162,H,301.7,311.0,2016,19.3,180,0,0,0,0,0,0,36162
9139,L56318,L,297.6,308.6,1522,37.0,106,0,0,0,0,0,0,56318
4941,L52120,L,303.6,312.6,1502,39.5,103,0,0,0,0,0,0,52120
1069,L48248,L,296.8,307.8,1394,47.7,155,0,0,0,0,0,0,48248
5367,H34780,H,303.1,312.6,1404,40.6,152,0,0,0,0,0,0,34780
6778,L53957,L,301.2,310.7,1951,21.3,44,0,0,0,0,0,0,53957
8290,L55469,L,298.9,310.6,1406,43.8,12,0,0,0,0,0,0,55469
746,L47925,L,296.7,308.0,1451,50.7,197,0,0,0,0,0,0,47925
4106,L51285,L,302.0,310.6,1583,35.2,171,0,0,0,0,0,0,51285
785,L47964,L,296.7,307.9,1743,27.9,55,0,0,0,0,0,0,47964
3140,H32553,H,300.4,309.9,1513,38.7,76,0,0,0,0,0,0,32553
7672,M22531,M,300.5,311.6,1456,51.1,193,0,0,0,0,0,0,22531
5255,L52434,L,303.5,313.1,1897,23.6,75,0,0,0,0,0,0,52434
9262,H38675,H,298.3,309.0,1470,38.4,10,0,0,0,0,0,0,38675
8602,H38015,H,297.4,308.2,1359,46.9,199,0,0,0,0,0,0,38015
3739,M18598,M,302.3,311.2,1454,43.8,112,0,0,0,0,0,0,18598
3869,M18728,M,302.7,311.7,1759,29.9,5,0,0,0,0,0,0,18728
9222,M24081,M,297.8,309.0,1675,30.0,110,0,0,0,0,0,0,24081
5027,L52206,L,303.9,313.2,1481,40.0,100,0,0,0,0,0,0,52206
2611,H32024,H,299.4,309.1,1547,40.9,50,0,0,0,0,0,0,32024
9223,M24082,M,297.9,309.0,1525,38.5,113,0,0,0,0,0,0,24082
3718,H33131,H,302.3,311.4,1443,44.1,51,0,0,0,0,0,0,33131
1457,L48636,L,299.0,310.3,1501,43.0,91,0,0,0,0,0,0,48636
4890,L52069,L,303.7,312.5,1632,36.6,186,0,0,0,0,0,0,52069
4688,L51867,L,303.5,311.6,2183,17.0,110,0,0,0,0,0,0,51867
9177,L56356,L,297.8,308.9,1518,40.4,2,0,0,0,0,0,0,56356
6391,L53570,L,300.3,309.8,1450,55.0,135,0,0,0,0,0,0,53570
3591,L50770,L,301.8,310.6,1403,46.8,151,0,0,0,0,0,0,50770
3134,H32547,H,300.2,309.6,1442,49.2,61,0,0,0,0,0,0,32547
193,H29606,H,298.2,308.4,1398,51.8,76,0,0,0,0,0,0,29606
1629,L48808,L,297.9,307.8,1451,38.2,80,0,0,0,0,0,0,48808
8201,L55380,L,299.3,310.8,1426,42.4,0,0,0,0,0,0,0,55380
4494,L51673,L,302.7,310.5,1511,37.7,60,0,0,0,0,0,0,51673
8778,H38191,H,297.5,308.6,1481,38.8,14,0,0,0,0,0,0,38191
7590,L54769,L,300.4,311.0,1802,26.0,197,0,0,0,0,0,0,54769
6376,H35789,H,300.0,309.6,1629,32.3,89,0,0,0,0,0,0,35789
5381,L52560,L,302.8,312.3,1494,37.5,198,0,0,0,0,0,0,52560
9185,L56364,L,298.0,309.2,1665,36.6,22,0,0,0,0,0,0,56364
7186,L54365,L,300.3,310.4,1672,29.2,39,0,0,0,0,0,0,54365
1663,H31076,H,298.2,307.9,1462,45.5,171,0,0,0,0,0,0,31076
910,L48089,L,295.5,306.0,1456,39.2,167,0,0,0,0,0,0,48089
4535,L51714,L,302.4,310.2,1633,28.0,164,0,0,0,0,0,0,51714
8410,L55589,L,298.5,309.6,1861,26.9,130,0,0,0,0,0,0,55589
4724,L51903,L,303.4,311.8,1366,50.9,200,0,1,0,0,0,1,51903
9761,M24620,M,298.5,309.6,1509,47.3,2,0,0,0,0,0,0,24620
5164,M20023,M,304.2,313.4,1713,23.5,50,0,0,0,0,0,0,20023
1147,L48326,L,297.0,307.9,1529,42.2,157,0,0,0,0,0,0,48326
